cnes,hospital,codigo_ibge,municipio,regiao_covid,codigo_regiao_covid,LATITUDE,LONGITUDE,data_atualizacao,leitos_total,leitos_internacoes,leitos_covid,lotacao,leitos_disponiveis,semana_epidemiologica
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-05-19,0,0,0,NA,0,21
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-05-20,0,0,0,NA,0,21
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-05-21,0,0,0,NA,0,21
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-05-22,0,0,0,NA,0,21
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-05-23,0,0,0,NA,0,21
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-05-24,0,0,0,NA,0,22
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-05-25,0,0,0,NA,0,22
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-05-26,0,0,0,NA,0,22
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-05-27,0,0,0,NA,0,22
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-05-28,0,0,0,NA,0,22
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-05-29,0,0,0,NA,0,22
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-05-30,0,0,0,NA,0,22
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-05-31,0,0,0,NA,0,23
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-01,0,0,0,NA,0,23
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-02,0,0,0,NA,0,23
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-03,0,0,0,NA,0,23
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-04,0,0,0,NA,0,23
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-05,0,0,0,NA,0,23
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-06,0,0,0,NA,0,23
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-07,0,0,0,NA,0,24
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-08,0,0,0,NA,0,24
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-09,0,0,0,NA,0,24
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-10,0,0,0,NA,0,24
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-11,0,0,0,NA,0,24
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-12,0,0,0,NA,0,24
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-13,0,0,0,NA,0,24
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-14,0,0,0,NA,0,25
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-15,0,0,0,NA,0,25
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-16,0,0,0,NA,0,25
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-17,0,0,0,NA,0,25
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-18,0,0,0,NA,0,25
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-19,0,0,0,NA,0,25
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-20,0,0,0,NA,0,25
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-21,0,0,0,NA,0,26
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-23,0,0,0,NA,0,26
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-24,0,0,0,NA,0,26
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-25,0,0,0,NA,0,26
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-26,0,0,0,NA,0,26
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-27,0,0,0,NA,0,26
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-28,0,0,0,NA,0,27
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-29,0,0,0,NA,0,27
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-06-30,0,0,0,NA,0,27
2244187,Hospital De Mata,4312104,Mata,SANTA MARIA - R01 R02,1,-29.56561,-54.46179,2020-07-01,0,0,0,NA,0,27
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-04-28,0,0,0,NA,0,18
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-04-29,0,0,0,NA,0,18
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-04-30,0,0,0,NA,0,18
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-01,0,0,0,NA,0,18
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-02,0,0,0,NA,0,18
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-03,0,0,0,NA,0,19
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-04,0,0,0,NA,0,19
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-05,0,0,0,NA,0,19
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-06,0,0,0,NA,0,19
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-07,0,0,0,NA,0,19
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-08,0,0,0,NA,0,19
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-09,0,0,0,NA,0,19
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-10,0,0,0,NA,0,20
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-11,0,0,0,NA,0,20
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-12,0,0,0,NA,0,20
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-13,0,0,0,NA,0,20
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-14,0,0,0,NA,0,20
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-15,0,0,0,NA,0,20
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-16,0,0,0,NA,0,20
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-17,0,0,0,NA,0,21
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-18,0,0,0,NA,0,21
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-19,0,0,0,NA,0,21
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-20,0,0,0,NA,0,21
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-21,0,0,0,NA,0,21
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-22,0,0,0,NA,0,21
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-23,0,0,0,NA,0,21
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-24,0,0,0,NA,0,22
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-25,0,0,0,NA,0,22
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-26,0,0,0,NA,0,22
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-27,0,0,0,NA,0,22
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-28,0,0,0,NA,0,22
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-29,0,0,0,NA,0,22
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-30,0,0,0,NA,0,22
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-05-31,0,0,0,NA,0,23
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-01,0,0,0,NA,0,23
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-02,0,0,0,NA,0,23
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-03,0,0,0,NA,0,23
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-04,0,0,0,NA,0,23
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-05,0,0,0,NA,0,23
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-06,0,0,0,NA,0,23
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-07,0,0,0,NA,0,24
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-08,0,0,0,NA,0,24
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-09,0,0,0,NA,0,24
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-10,0,0,0,NA,0,24
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-11,0,0,0,NA,0,24
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-12,0,0,0,NA,0,24
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-13,0,0,0,NA,0,24
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-14,0,0,0,NA,0,25
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-15,0,0,0,NA,0,25
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-16,0,0,0,NA,0,25
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-17,0,0,0,NA,0,25
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-18,0,0,0,NA,0,25
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-19,0,0,0,NA,0,25
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-20,0,0,0,NA,0,25
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-21,0,0,0,NA,0,26
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-23,0,0,0,NA,0,26
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-24,0,0,0,NA,0,26
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-25,0,0,0,NA,0,26
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-26,0,0,0,NA,0,26
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-27,0,0,0,NA,0,26
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-28,0,0,0,NA,0,27
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-29,0,0,0,NA,0,27
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-06-30,0,0,0,NA,0,27
2241218,Hospital Beneficente Nossa Senhora Aparecida_2241218,4314001,Paraí,CAXIAS DO SUL - R23 R24 R25 R26,17,-28.59439,-51.78423,2020-07-01,0,0,0,NA,0,27
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-04-28,20,4,1,0.2,16,18
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-04-29,20,4,1,0.2,16,18
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-04-30,20,4,1,0.2,16,18
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-01,20,4,1,0.2,16,18
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-02,20,4,1,0.2,16,18
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-03,20,4,1,0.2,16,19
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-04,20,2,0,0.1,18,19
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-05,20,2,0,0.1,18,19
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-06,20,2,0,0.1,18,19
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-07,20,2,0,0.1,18,19
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-08,20,2,0,0.1,18,19
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-09,20,2,0,0.1,18,19
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-10,20,2,0,0.1,18,20
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-11,20,1,0,0.05,19,20
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-12,20,1,0,0.05,19,20
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-13,20,1,0,0.05,19,20
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-14,20,1,0,0.05,19,20
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-15,20,2,0,0.1,18,20
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-16,20,2,0,0.1,18,20
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-17,20,2,0,0.1,18,21
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-18,20,2,0,0.1,18,21
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-19,20,2,0,0.1,18,21
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-20,20,2,0,0.1,18,21
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-21,20,2,0,0.1,18,21
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-22,20,2,0,0.1,18,21
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-23,20,2,0,0.1,18,21
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-24,20,2,0,0.1,18,22
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-25,20,2,0,0.1,18,22
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-26,20,2,0,0.1,18,22
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-27,20,2,0,0.1,18,22
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-28,20,2,0,0.1,18,22
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-29,20,3,0,0.15,17,22
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-30,20,3,0,0.15,17,22
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-05-31,20,3,0,0.15,17,23
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-06-01,20,3,0,0.15,17,23
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-06-02,20,3,0,0.15,17,23
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-06-03,20,3,0,0.15,17,23
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-06-04,20,4,1,0.2,16,23
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-06-05,20,3,1,0.15,17,23
2237156,Hbmpa,4314902,Porto Alegre,PORTO ALEGRE - R09 R10,7,-30.09793,-51.25114,2020-06-06,20,2,0,0.1,18,23
