"Últ Atualização","Região Covid","Município","Cód IBGE","Município","Leitos","Pacientes","Taxa Ocupação","Confirmados","Suspeitos"
"25/06/2020 09:03","Palmeira Das Missoes - R15 R20","Rondinha","2235447","Hospital Padre Eugenio","0","0","-","0","0"
"25/06/2020 09:04","Caxias Do Sul - R23 R24 R25 R26","São Marcos","2241226","Hospital Beneficente Sao Joao Bosco","0","0","-","0","0"
"25/06/2020 09:09","Cruz Alta - R12","Fortaleza Dos Valos","2263866","Hospital Municipal Bom Pastor","0","0","-","0","0"
"25/06/2020 09:09","Santa Maria - R01 R02","Formigueiro","2244217","Hospital Municipal Pedro Calil","0","0","-","0","0"
"25/06/2020 09:10","Passo Fundo - R17 R18 R19","Passo Fundo","2245663","Hospital Sao Vicente De Paulo","10","7","70%","0","0"
"25/06/2020 09:11","Santa Maria - R01 R02","Cacequi","5699525","Asso","0","0","-","0","0"
"25/06/2020 09:14","Passo Fundo - R17 R18 R19","Passo Fundo","2246988","Hospital Sao Vicente De Paulo","62","57","91.9%","14","12"
"25/06/2020 09:15","Novo Hamburgo - R07","Sapiranga","2232154","Hospital Sapiranga","12","10","83.3%","3","2"
"25/06/2020 09:16","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","9728317","Hospital Unimed Unidade Materno Infantil","0","0","-","0","0"
"25/06/2020 09:16","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","3356868","Hospital Unimed Caxias Do Sul","25","20","80%","5","1"
"25/06/2020 09:17","Santa Rosa - R14","Santa Rosa","3017060","Hospital Vida Saude","10","4","40%","2","2"
"25/06/2020 09:17","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","2223597","Hospital Saude","10","7","70%","2","0"
"25/06/2020 09:20","Santa Maria - R01 R02","São João Do Polêsine","6364810","Hospital Dr Roberto Binatto","0","0","-","0","0"
"25/06/2020 09:20","Pelotas - R21","Rio Grande","2707675","Hospital Universitario Dr Miguel Riet Correa Jr","6","3","50%","0","0"
"25/06/2020 09:24","Canoas - R08","Salvador Do Sul","2227681","Hospital Sao Salvador","0","0","-","0","0"
"25/06/2020 09:25","Bage - R22","Lavras Do Sul","2262029","Fundacao Medico Hospitalar","0","0","-","0","0"
"25/06/2020 09:28","Pelotas - R21","Piratini","2233347","Hospital De Caridade Nossa Senhora Da Conceicao Piratini","0","0","-","0","0"
"25/06/2020 09:30","Santa Maria - R01 R02","Jaguari","2244152","Irdesi De Jaguari","0","0","-","0","0"
"25/06/2020 09:30","Santa Rosa - R14","Tuparendi","5729297","Cams","0","0","-","0","0"
"25/06/2020 09:37","Santo Angelo - R11","Caibaté","2259850","Hospital Roque Gonzales Caibate","0","0","-","0","0"
"25/06/2020 09:39","Canoas - R08","Canoas","2232014","Hospital Nossa Senhora Das Gracas","28","26","92.9%","0","1"
"25/06/2020 09:39","Palmeira Das Missoes - R15 R20","Ametista Do Sul","2228629","Hospital Sao Gabriel Ametista Do Sul","0","0","-","0","0"
"25/06/2020 09:47","Taquara - R06","Três Coroas","2257467","Hospital Dr Oswaldo Diesel","0","0","-","0","0"
"25/06/2020 09:47","Ijui - R13","Ijuí","2261057","Hospital De Caridade De Ijui","20","17","85%","0","0"
"25/06/2020 09:48","Lajeado - R29 R30","Marques De Souza","2252007","Hospital Marques De Souza","0","0","-","0","0"
"25/06/2020 09:51","Palmeira Das Missoes - R15 R20","Frederico Westphalen","2228602","Hospital Divina Providencia Fredwest","10","3","30%","1","0"
"25/06/2020 09:51","Palmeira Das Missoes - R15 R20","Palmeira Das Missões","2235323","Hospital De Caridade Palmeira Das Missoes","0","0","-","0","0"
"25/06/2020 09:56","Cachoeira Do Sul - R27","Sobradinho","2234408","Hospital Dr Homero Menezes","0","0","-","0","0"
"25/06/2020 09:58","Uruguaiana - R03","Uruguaiana","2248190","Hospital Santa Casa De Uruguaiana","16","8","50%","0","0"
"25/06/2020 10:01","Pelotas - R21","Santa Vitória Do Palmar","2233398","Irmandade S Casa De Misericordia De S V Palmar","0","0","-","0","0"
"25/06/2020 10:04","Santa Maria - R01 R02","Santiago","2244357","Hospital De Caridade De Santiago","10","9","90%","1","0"
"25/06/2020 10:04","Porto Alegre - R09 R10","Viamão","5223962","Instituto De Cardiologia Hospital Viamao","25","20","80%","4","3"
"25/06/2020 10:04","Passo Fundo - R17 R18 R19","São José Do Ouro","2246791","Hospital Sao Jose","0","0","-","0","0"
"25/06/2020 10:06","Pelotas - R21","Pedro Osório","2233339","Santa Casa De Misericordia De Pedro Osorio","0","0","-","0","0"
"25/06/2020 10:08","Uruguaiana - R03","Santana Do Livramento","3913392","Centro Hospitalar Santanense Ltda","0","0","-","0","0"
"25/06/2020 10:08","Caxias Do Sul - R23 R24 R25 R26","Vacaria","2241048","Hospital Nossa Senhora Da Oliveira","10","7","70%","1","1"
"25/06/2020 10:09","Palmeira Das Missoes - R15 R20","Chapada","2235307","Hospital Sao Jose Chapada","0","0","-","0","0"
"25/06/2020 10:18","Passo Fundo - R17 R18 R19","Marau","9131981","Hospital Sao Lucas","0","0","-","0","0"
"25/06/2020 10:18","Lajeado - R29 R30","Muçum","2707942","Hospital Beneficente Nossa Senhora Aparecida","0","0","-","0","0"
"25/06/2020 10:20","Passo Fundo - R17 R18 R19","Não-me-toque","2246910","Hospital Alto Jacui Nao Me Toque","0","0","-","0","0"
"25/06/2020 10:21","Santa Cruz Do Sul - R28","Vale Do Sol","2236338","Hospital Vale Do Sol","0","0","-","0","0"
"25/06/2020 10:23","Caxias Do Sul - R23 R24 R25 R26","Caxias Do Sul","2223562","Hospital Virvi Ramos","18","10","55.6%","3","4"
"25/06/2020 10:23","Novo Hamburgo - R07","Novo Hamburgo","2232146","Fundacao De Saude Publica De Novo Hamburgo Fsnh","20","20","100%","8","2"
"25/06/2020 10:25","Santa Cruz Do Sul - R28","Candelária","2236362","Hospital Candelaria","0","0","-","0","0"
"25/06/2020 10:26","Uruguaiana - R03","Itaqui","2248271","Hospital Sao Patricio De Itaqui","0","0","-","0","0"
"25/06/2020 10:27","Lajeado - R29 R30","Boqueirão Do Leão","2252058","Hosp Dr Anuar Elias Aesse Boqueirao Do Leao","0","0","-","0","0"
"25/06/2020 10:29","Santa Cruz Do Sul - R28","Santa Cruz Do Sul","2255928","Hospital Monte Alverne","0","0","-","0","0"
"25/06/2020 10:36","Capao Da Canoa - R04 R05","Torres","2707950","Hospital Beneficente Nossa Senhora Dos Navegantes","10","8","80%","3","1"
"25/06/2020 10:38","Santa Maria - R01 R02","Santa Maria","5433509","Hospital Geral Unimed","0","0","-","0","0"
"25/06/2020 10:40","Pelotas - R21","Pelotas","7701942","Complexo De Saude Unimed Pelotas Rs","0","0","-","0","0"
"25/06/2020 10:42","Ijui - R13","São Martinho","2707608","Hospital De Caridade De Sao Martinho","0","0","-","0","0"
"25/06/2020 10:44","Santa Rosa - R14","Alecrim","2707993","Hospital De Caridade De Alecrim","0","0","-","0","0"
"25/06/2020 10:54","Santo Angelo - R11","São Luiz Gonzaga","2259893","Hospital Sao Luiz Gonzaga","0","0","-","0","0"
"25/06/2020 10:57","Santa Maria - R01 R02","São Vicente Do Sul","2244136","Hospital De Sao Vicente Do Sul","0","0","-","0","0"
"25/06/2020 10:58","Canoas - R08","Esteio","2232030","Fundacao De Saude Publica Sao Camilo De Esteio","14","5","35.7%","0","0"
"25/06/2020 11:06","Ijui - R13","Campo Novo","2261154","Hospicampo","0","0","-","0","0"
"25/06/2020 11:07","Caxias Do Sul - R23 R24 R25 R26","Canela","2235609","Hospital De Canela","0","0","-","0","0"
"25/06/2020 11:07","Pelotas - R21","São Lourenço Do Sul","2233371","Centro De Saude Sao Joao Da Reserva","0","0","-","0","0"
"25/06/2020 11:07","Ijui - R13","Ijuí","3506959","Hospital Unimed","6","2","33.3%","0","0"
"25/06/2020 11:08","Santa Maria - R01 R02","Santa Maria","2244292","Hospital Sao Francisco De Assis","10","2","20%","0","0"
"25/06/2020 11:09","Santo Angelo - R11","Cerro Largo","2259869","Hospital De Caridade Serro Azul","0","0","-","0","0"
"25/06/2020 11:12","Caxias Do Sul - R23 R24 R25 R26","Flores Da Cunha","2241145","Hospital Fatima","0","0","-","0","0"
"25/06/2020 11:13","Passo Fundo - R17 R18 R19","Tapera","2246783","Hospital Roque Gonzales Tapera","0","0","-","0","0"
"25/06/2020 11:17","Canoas - R08","Sapucaia Do Sul","2232162","Fundacao Hospitalar De Sapucaia Do Sul","17","16","94.1%","4","3"
"25/06/2020 11:17","Santa Maria - R01 R02","Santa Maria","2244144","Hospital Da Brigada Militar De Santa Maria","0","0","-","0","0"
"25/06/2020 11:19","Santa Maria - R01 R02","Mata","2244187","Hospital De Mata","0","0","-","0","0"
"25/06/2020 11:20","Erechim - R16","Erechim","2707918","Fundacao Hospitalar Santa Terezinha De Erechim","21","13","61.9%","4","1"
"25/06/2020 11:21","Santo Angelo - R11","Santo Ângelo","7151888","Hospital Regional Unimed Missoes","7","3","42.9%","0","0"
"25/06/2020 11:21","Capao Da Canoa - R04 R05","Mostardas","2224615","Hospital Sao Luiz","0","0","-","0","0"
"25/06/2020 11:27","Santa Rosa - R14","Tucunduva","5050170","Hospital Dr Osvaldo Teixeira","0","0","-","0","0"
"25/06/2020 11:32","Santa Maria - R01 R02","Faxinal Do Soturno","2244101","Hospital De Caridade Sao Roque","10","4","40%","0","1"
"25/06/2020 11:35","Caxias Do Sul - R23 R24 R25 R26","Farroupilha","2240335","Hospital Sao Carlos","15","8","53.3%","3","0"
"25/06/2020 11:38","Santa Rosa - R14","São Paulo Das Missões","2250713","Hospital De Caridade Sao Paulo Sao Paulo Das Missoes","0","0","-","0","0"
"25/06/2020 11:48","Santa Rosa - R14","Campina Das Missões","2250802","Hospital Campina","0","0","-","0","0"
"25/06/2020 11:50","Taquara - R06","São Francisco De Paula","2227770","Hospital Sao Francisco De Paula","0","0","-","0","0"
"25/06/2020 11:52","Santa Maria - R01 R02","Agudo","2234386","Hospital Agudo","0","0","-","0","0"
"25/06/2020 11:53","Santa Cruz Do Sul - R28","Santa Cruz Do Sul","2255936","Hospital Ana Nery","12","7","58.3%","0","0"
"25/06/2020 11:55","Porto Alegre - R09 R10","Porto Alegre","7092571","Hospital Independencia","10","9","90%","0","0"
"25/06/2020 11:57","Porto Alegre - R09 R10","Gravataí","2232049","Hospital Dom Joao Becker","10","9","90%","0","0"
"25/06/2020 11:58","Erechim - R16","Severiano De Almeida","2249499","Hospital Sao Roque","0","0","-","0","0"
"25/06/2020 11:59","Passo Fundo - R17 R18 R19","Paim Filho","2247046","Hospital Santa Terezinha Paim Filho","0","0","-","0","0"
"25/06/2020 12:01","Caxias Do Sul - R23 R24 R25 R26","Paraí","2241218","Hospital Beneficente Nossa Senhora Aparecida","0","0","-","0","0"
"25/06/2020 12:01","Santo Angelo - R11","São Miguel Das Missões","2259877","Hospital Sao Miguel Arcanjo","0","0","-","0","0"
"25/06/2020 12:02","Lajeado - R29 R30","Nova Bréscia","2252112","Hospital Sao Joao Batista Nova Brescia","0","0","-","0","0"
"25/06/2020 12:03","Ijui - R13","Ajuricaba","2265885","Hospital Ajuricaba","0","0","-","0","0"
"25/06/2020 12:03","Canoas - R08","Montenegro","2257556","Hospital Montenegro","10","10","100%","2","1"
"25/06/2020 12:03","Porto Alegre - R09 R10","Porto Alegre","2237849","Instituto De Cardiologia","51","26","51%","0","0"
"25/06/2020 12:07","Pelotas - R21","Pelotas","2252694","Hospital Escola Da Universidade Federal De Pelotas","11","9","81.8%","2","1"
"25/06/2020 12:07","Uruguaiana - R03","São Gabriel","2248204","Santa Casa De Sao Gabriel","18","9","50%","3","1"
"25/06/2020 12:09","Erechim - R16","Erechim","2249472","Hospital De Caridade De Erechim","18","12","66.7%","2","1"
"25/06/2020 12:10","Santa Cruz Do Sul - R28","Vera Cruz","2236354","Hospital Vera Cruz","0","0","-","0","0"
"25/06/2020 12:10","Cachoeira Do Sul - R27","Caçapava Do Sul","2234416","Hospital De Caridade Dr Victor Lang","0","0","-","0","0"
"25/06/2020 12:11","Porto Alegre - R09 R10","Porto Alegre","2237601","Hospital De Clinicas","128","101","78.9%","45","7"
"25/06/2020 12:12","Palmeira Das Missoes - R15 R20","Planalto","2228556","Hospital Medianeira Planalto","0","0","-","0","0"
"25/06/2020 12:19","Capao Da Canoa - R04 R05","Tramandaí","2793008","Hospital Tramandai","16","12","75%","3","2"
"25/06/2020 12:20","Porto Alegre - R09 R10","Porto Alegre","3007847","Hospital Mae De Deus","60","51","85%","6","6"
"25/06/2020 12:21","Cruz Alta - R12","Cruz Alta","2263823","Hospital Santa Lucia Ltda","12","5","41.7%","0","1"
"25/06/2020 12:23","Santa Maria - R01 R02","Santa Maria","9575936","Hospital Regional De Santa Maria","10","3","30%","2","1"
"25/06/2020 12:24","Erechim - R16","Gaurama","2249545","Hospital Santa Isabel","0","0","-","0","0"
"25/06/2020 12:25","Porto Alegre - R09 R10","Porto Alegre","2237156","Hbmpa","20","5","25%","3","0"
"25/06/2020 12:25","Porto Alegre - R09 R10","Porto Alegre","2265052","Hospital Femina","6","4","66.7%","0","0"
"25/06/2020 12:26","Santa Cruz Do Sul - R28","Santa Cruz Do Sul","2254964","Hospital Santa Cruz","20","15","75%","4","1"
"25/06/2020 12:27","Porto Alegre - R09 R10","Porto Alegre","9570047","Hospital Bdw","2","0","0%","0","0"
"25/06/2020 12:29","Porto Alegre - R09 R10","Porto Alegre","2778718","Hps","20","16","80%","0","0"
"25/06/2020 12:30","Santa Rosa - R14","Porto Lucena","2250810","Hospital Sao Jose Porto Lucena Rs","0","0","-","0","0"
"25/06/2020 12:34","Novo Hamburgo - R07","Portão","2232170","Hospital De Portao","0","0","-","0","0"
"25/06/2020 12:36","Porto Alegre - R09 R10","Porto Alegre","2237598","Hospital Divina Providencia","21","18","85.7%","1","2"
"25/06/2020 12:38","Pelotas - R21","Herval","2233436","Hospital Nossa Senhora Da Gloria","0","0","-","0","0"
"25/06/2020 12:39","Cachoeira Do Sul - R27","Segredo","2234475","Hospital Sao Joao Evangelista","0","0","-","0","0"
"25/06/2020 12:41","Erechim - R16","Estação","2249626","Hospital Santo Antonio Estacao","0","0","-","0","0"
"25/06/2020 12:43","Caxias Do Sul - R23 R24 R25 R26","Nova Bassano","5230241","Aconsel","0","0","-","0","0"
"25/06/2020 12:44","Porto Alegre - R09 R10","Porto Alegre","3567664","Hospital Ernesto Dornelles","40","32","80%","6","4"
"25/06/2020 12:48","Porto Alegre - R09 R10","Porto Alegre","3006522","Hospital Moinhos De Vento","56","46","82.1%","13","3"
"25/06/2020 12:53","Porto Alegre - R09 R10","Porto Alegre","5026253","Hospital Porto Alegre","7","3","42.9%","0","1"
"25/06/2020 12:54","Erechim - R16","Viadutos","2249537","Hospital N S Da Pompeia Viadutos","0","0","-","0","0"
"25/06/2020 12:58","Erechim - R16","Erechim","9142118","Santa Monica Hospital","0","0","-","0","0"
"25/06/2020 12:59","Porto Alegre - R09 R10","Porto Alegre","2237822","Hospital Materno Infantil Presidente Vargas","0","0","-","0","0"
"25/06/2020 13:04","Porto Alegre - R09 R10","Porto Alegre","2693801","Associacao Hospitalar Vila Nova","20","18","90%","2","1"
"25/06/2020 13:07","Palmeira Das Missoes - R15 R20","Ronda Alta","2235420","Associacao Hospitalar De Ronda Alta","0","0","-","0","0"
"25/06/2020 13:15","Cruz Alta - R12","Cruz Alta","2263858","Hospital De Caridade Sao Vicente De Paulo","20","11","55%","1","2"
"25/06/2020 13:16","Ijui - R13","Condor","2261111","Hospital De Condor","0","0","-","0","0"
"25/06/2020 13:16","Capao Da Canoa - R04 R05","Capão Da Canoa","2707969","Hospital Beneficiente Santa Luzia","10","10","100%","1","1"
"25/06/2020 13:18","Porto Alegre - R09 R10","Porto Alegre","2265060","Hospital Cristo Redentor","47","39","83%","0","0"
"25/06/2020 13:21","Santo Angelo - R11","Guarani Das Missões","2259931","Hospital Santa Teresa Guarani Das Missoes","0","0","-","0","0"
"25/06/2020 13:22","Porto Alegre - R09 R10","Porto Alegre","2237253","Irmandade Da Santa Casa De Misericordia De Porto Alegre","87","68","78.2%","9","2"
"25/06/2020 13:24","Lajeado - R29 R30","Cruzeiro Do Sul","2252074","Hospital Sao Gabriel Arcanjo","0","0","-","0","0"
"25/06/2020 13:24","Porto Alegre - R09 R10","Porto Alegre","6295320","Aesc Hospital Santa Ana","10","7","70%","0","0"
"25/06/2020 13:25","Passo Fundo - R17 R18 R19","Sananduva","2246767","Hospital Sao Joao Sananduva","0","0","-","0","0"
"25/06/2020 13:29","Porto Alegre - R09 R10","Porto Alegre","2262568","Hospital Sao Lucas Da Pucrs","59","40","67.8%","9","6"
"25/06/2020 13:29","Caxias Do Sul - R23 R24 R25 R26","Nova Prata","2241161","Hospital Sao Joao Batista","0","0","-","0","0"
"25/06/2020 13:30","Ijui - R13","Santo Augusto","2261065","Hospital Bom Pastor","0","0","-","0","0"
"25/06/2020 13:31","Cachoeira Do Sul - R27","Arroio Do Tigre","2234424","Hospital Santa Rosa De Lima","0","0","-","0","0"
"25/06/2020 13:33","Bage - R22","Bagé","2261987","Santa Casa De Caridade De Bage","25","13","52%","1","1"
"25/06/2020 13:40","Caxias Do Sul - R23 R24 R25 R26","Bento Gonçalves","2241021","Hospital Tacchini","50","38","76%","14","7"
"25/06/2020 13:41","Caxias Do Sul - R23 R24 R25 R26","Carlos Barbosa","2241137","Hospital Sao Roque","0","0","-","0","0"
"25/06/2020 13:44","Palmeira Das Missoes - R15 R20","Trindade Do Sul","2235366","Sociedade Cultural E Beneficente Santa Rosa De Lima","0","0","-","0","0"
"25/06/2020 13:44","Santa Maria - R01 R02","Santa Maria","2244306","Husm Hospital Universitario De Santa Maria","24","20","83.3%","6","0"
"25/06/2020 13:44","Bage - R22","Dom Pedrito","2262002","Hospital Sao Luiz","10","0","0%","0","0"
"25/06/2020 13:45","Caxias Do Sul - R23 R24 R25 R26","Feliz","6014194","Hospital Municipal Schlater","0","0","-","0","0"
"25/06/2020 13:45","Taquara - R06","Riozinho","2227703","Hospital Nossa Senhora Do Rosario De Riozinho","0","0","-","0","0"
"25/06/2020 13:46","Santa Rosa - R14","Santo Cristo","2250829","Hospital De Caridade De Santo Cristo","0","0","-","0","0"
"25/06/2020 13:49","Palmeira Das Missoes - R15 R20","Três Passos","2228726","Hospital Caridade Tres Passos","10","4","40%","0","1"
"25/06/2020 13:52","Passo Fundo - R17 R18 R19","Carazinho","2262274","Hospital Comunitario De Carazinho","7","7","100%","0","1"
"25/06/2020 13:53","Santa Cruz Do Sul - R28","Venâncio Aires","2236370","Hospital Sao Sebastiao Martir","18","11","61.1%","1","6"
"25/06/2020 13:53","Novo Hamburgo - R07","Ivoti","2232189","Hospital Sao Jose Ivoti","0","0","-","0","0"
"25/06/2020 13:53","Ijui - R13","Chiapetta","2261103","Hospital De Chiapetta","0","0","-","0","0"
"25/06/2020 13:54","Santa Maria - R01 R02","Ivorá","2244179","Hospital De Ivora","0","0","-","0","0"
"25/06/2020 13:55","Cachoeira Do Sul - R27","Cachoeira Do Sul","2266474","Hospital De Caridade E Beneficencia","20","14","70%","1","3"
