IBGE;MUNICIPIO;LATITUDE_MUNICIPIO;LONGITUDE_MUNICIPIO;SIGLA_UF;COORDENADORIA REGIONAL DE SAUDE;REGIAO SAUDE;CODIGO MACRORREGIAO SAUDE;MACRORREGIAO SAUDE;CODIGO REGIAO COVID;REGIAO COVID;CNES ESTABELECIMENTO SAUDE;NOME FANTASIA ESTABELECIMENTO SAUDE;LATITUDE_ESTABELECIMENTO;LONGITUDE_ESTABELECIMENTO;DATA INCLUSAO REGISTRO;NUMERO LEITOS UTI ADULTO (SUS  PRIVADO);NUMERO LEITOS CLINICOS ADULTO  (SUS  PRIVADO);NUMERO LEITOS UTI PEDRIATRICO  (SUS  PRIVADO);NUMERO DE RESPIRADORES;NUMERO SUSPEITOS COVID-SRAG EM LEITO UTI ADULTO  (SUS  PRIVADO);NUMERO CONFIRMADOS COVID EM LEITO UTI ADULTO  (SUS  PRIVADO);NUMERO SUSPEITOS COVID-SRAG EM LEITO UTI PEDIATRICO  (SUS  PRIVADO);NUMERO CONFIRMADOS COVID EM LEITO UTI PEDIATRICO  (SUS  PRIVADO);NUMERO SUSPEITOS COVID-SRAG EM LEITO CLINICO ADULTO  (SUS  PRIVADO);NUMERO CONFIRMADOS COVID EM LEITO CLINICO ADULTO  (SUS  PRIVADO);NUMERO SUSPEITOS COVID-SRAG EM LEITO CLINICO PEDIATRICO  (SUS  PRIVADO);NUMERO CONFIRMADOS COVID EM LEITO CLINICO PEDIATRICO  (SUS  PRIVADO);NUMERO PACIENTES ADULTOS SUSPEITOS E CONFIRMADOS UTILIZANDO RESPIRADORES EM UTI;NUMERO PACIENTES ADULTOS INTERNADOS EM LEITOS UTI  (SUS  PRIVADO)
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-20 11:29:48.0;0;44;0;1;0;0;0;0;0;1;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-21 12:26:46.0;0;44;0;1;0;0;0;0;0;1;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-22 10:56:34.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-23 11:39:10.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-24 15:25:27.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-25 12:43:22.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-26 12:52:18.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-27 13:17:17.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-28 13:43:23.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-29 14:10:01.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-06-30 13:36:24.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431290;Nova Bassano;-28.724;-51.705;RS;05 CRS;Região 25 - Vinhedos e Basalto;4305;Serra;17;CAXIAS DO SUL - R23 R24 R25 R26;5230241;ACONSEL;-28.7353539;-51.7011814;2020-07-01 13:58:27.0;0;44;0;1;0;0;0;0;1;0;0;0;0;0
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-18 12:50:06.0;10;137;0;12;0;0;0;0;5;3;0;0;1;5
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-19 15:27:58.0;10;137;0;12;0;0;0;0;5;5;0;0;1;6
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-20 14:53:18.0;10;137;0;12;0;0;0;0;3;3;0;0;0;5
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-21 12:56:13.0;10;137;0;12;0;0;0;0;3;3;0;0;1;5
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-22 13:14:57.0;10;137;0;12;0;0;0;0;4;3;0;0;0;4
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-23 10:35:26.0;10;137;0;12;0;0;0;0;4;3;0;0;0;4
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-24 12:02:44.0;10;137;0;12;0;0;0;0;5;2;0;0;0;5
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-25 13:24:57.0;10;137;0;12;0;0;0;0;1;3;0;0;2;7
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-26 10:15:23.0;10;33;0;12;0;0;0;0;0;4;0;0;2;8
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-27 12:07:08.0;10;33;0;12;1;0;0;0;0;2;0;0;2;7
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-28 11:43:57.0;10;33;0;12;1;0;0;0;0;1;0;0;1;5
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-29 11:16:17.0;10;33;0;12;1;0;0;0;0;1;0;0;1;6
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-06-30 12:31:43.0;10;33;0;12;1;0;0;0;3;1;0;0;3;8
431490;Porto Alegre;-30.033;-51.23;RS;02 CRS;Região 10 - Capital e Vale do Gravataí;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6295320;AESC HOSPITAL SANTA ANA;-30.0870935;-51.2063809;2020-07-01 11:11:16.0;10;33;0;12;0;0;0;0;4;1;0;0;2;7
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-18 09:20:34.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-19 09:51:36.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-20 20:57:09.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-21 20:15:55.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-22 16:30:02.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-23 00:00:00.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-24 09:25:12.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-25 18:17:56.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-26 09:43:43.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-27 15:29:30.0;0;3;0;1;0;0;0;0;1;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-28 16:29:59.0;0;3;0;1;0;0;0;0;1;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-29 16:50:26.0;0;3;0;1;0;0;0;0;1;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-06-30 08:29:09.0;0;3;0;1;0;0;0;0;1;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-07-01 12:37:27.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430650;Dom Feliciano;-30.704;-52.108;RS;02 CRS;Região 09 - Carbonífera/Costa Doce;4302;Metropolitana;07;PORTO ALEGRE - R09 R10;6953689;ASDOMF;-30.7049242;-52.1084924;2020-07-02 09:31:54.0;0;3;0;1;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-18 08:53:40.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-19 09:02:45.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-20 20:44:56.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-21 10:07:13.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-22 09:05:56.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-23 09:51:36.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-24 08:56:42.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-25 09:11:57.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-26 09:00:12.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-27 10:29:59.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-28 13:08:20.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-29 09:07:50.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-06-30 08:28:02.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-07-01 09:49:29.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430290;Cacequi;-29.884;-54.825;RS;04 CRS;Região 02 - Entre Rios;4301;Centro-Oeste;01;SANTA MARIA - R01 R02;5699525;ASSO;-29.8748182;-54.8248249;2020-07-02 09:17:06.0;0;31;0;0;0;0;0;0;0;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-18 13:37:06.0;0;5;0;3;0;0;0;0;1;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-20 11:11:32.0;0;5;0;3;0;0;0;0;0;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-22 19:19:16.0;0;5;0;3;0;0;0;0;0;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-23 13:42:03.0;0;5;0;3;0;0;0;0;0;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-24 14:30:19.0;0;5;0;3;0;0;0;0;0;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-25 19:45:10.0;0;5;0;3;0;0;0;0;1;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-26 13:39:23.0;0;5;0;3;0;0;0;0;0;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-27 19:01:16.0;0;5;0;3;0;0;0;0;0;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-29 13:37:12.0;0;5;0;3;0;0;0;0;0;0;0;0;0;0
430590;Coronel Bicaco;-27.716;-53.701;RS;15 CRS;Região 20 - Rota da Produção;4304;Norte;12;PALMEIRA DAS MISSOES - R15 R20;2235382;ASSOC HOSP SANTO ANTONIO DE PADUA;-27.7901779;-53.6718623;2020-06-30 11:53:00.0;0;5;0;3;0;0;0;0;0;0;0;0;0;0
